cluster_key,sample_titles,count,proposed_action,proposed_normalized_title,proposed_role_family,confidence_score,rationale
sig::emerging_talent_register_your,Emerging Talent: Register Your Interest,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::engenheiro_de_prompt_pleno,Engenheiro(a) de Prompt Pleno - Remoto,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::european_options_market_maker,European Options Market Maker,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::executive,Executive Director | Insurance (Transformation Consulting),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::executive_assistant_product_technology,"Executive Assistant, Product & Technology",1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::experienced_trader,Experienced Trader (Hong Kong),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::fast_configuration_analyst,FAST Configuration Analyst,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::financial_accounting,Financial Accounting,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::functional_support_analyst_l1,Functional Support Analyst-L1,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::gcdt_analyst,GCDT Analyst,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::gerente_de_projetos,Gerente de Projetos SR - Vitória/ES - Temporário,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::global_cyber_defense_analyst,Global Cyber Defense Analyst,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::global_events_specialist,Global Events (Senior) Specialist,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::global_events_working_student,Global Events Working Student,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::graduate_trader_programme_amsterdam,Graduate Trader Programme Amsterdam 2026,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::growth_account,Growth Account Director | West Coast | Remote,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::hadoop_admin,Hadoop Admin,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::hris_pmo_coordinator,HRIS PMO Coordinator,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::incident_management_in_banking,Incident Management in Banking Domain - Bangalore,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::industry,"Industry Principal - CPG, Retail, Manufacturing",1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::information_systems,Information Systems - Open Source Technical Architect,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::instructional_designer,Instructional Designer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::instructor_cloud_support_specialist,Lead Instructor: Cloud Support Specialist,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::instructor_computer_support_specialist,Lead Instructor: Computer Support Specialist,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::instructor_cybersecurity,Lead Instructor: Cybersecurity (General Interest),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::instructor_genai,Lead Instructor: GenAI,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::investor_relations,Investor Relations,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::irr_testing,IRR Testing,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::java_fullstack,Java FullStack (Java with React/Angular),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::java_fullstack_with_angular,Java Fullstack with Angular,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::jira_administrator,Senior Jira Administrator,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::jovem_aprendiz_de_recrutamento,Jovem Aprendiz de Recrutamento e Seleção - São Paulo,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::kyc_specialist_specialist,KYC Specialist / Senior Specialist (Mandarin Speaker),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::ld_ops,LD Ops,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::ledger,Ledger - Controls,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::liquidity,Liquidity - BA Reporting,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::management_reporting_analyst_smes,Management reporting analyst / SMEs,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::microsoft_dynamics_architect,Senior Microsoft Dynamics Architect,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::murex_credit_risk_sme,Murex Credit Risk SME,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::murex_project_program,Murex Project/ Program Lead,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::of_bd_staking,Head of BD Staking - NYC,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::of_human_resources,Head of Human Resources (Americas),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::of_learning_experience_design,Director of Learning Experience Design,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::of_partnerships,Head of Partnerships - EMEA,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::of_professional_services,Director of Professional Services - High Tech,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::onboarding_training,Onboarding & Training Lead,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::options_market_maker,Options Market Maker,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::partner_activation_ai,"Partner Activation, AI Lead",1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::partner_development_representative,Partner Development Representative (PDR),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::partner_innovation_architect,Partner Innovation Architect,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::partner_management_executive,Partner Management Executive - Global AI Partnerships,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::partner_management_strategy_consulting,Partner Management Director – EMEA Strategy Consulting Lead,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::payroll_analyst,Senior Payroll Analyst - Shift (4 PM – 1 AM IST),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::people_and_culture_country,"People and Culture, Country Lead UK, Australia & Dubai",1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::people_technology_analyst,People Technology Analyst | EST or CST USA | Remote,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::pm_agentic_ai,PM -Agentic AI,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::pm_asset_management,PM – Asset Management,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::pm_ba,PM / BA,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::post_merger_operating_model,Post Merger / Operating Model Integration Lead – Wealth & Asset Management,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::pro_success_specialist,Pro Success Specialist,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::product_coach,Product Lead Coach,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::product_domain_toronto,Product / Domain Lead (AI + Banking domain) – Toronto - Hybrid,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::project_management_officer,Project Management Officer (PMO) - Insurance,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::project_program_portfolio_mgmt,Senior Project Program Portfolio Mgmt - Risk and Regulatory PM - Aviva CS,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::proposal_writer,Proposal Writer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::public_cloud_enablement_professional,Public Cloud Enablement Professional,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::qa,QA Lead - Remoto,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::qa_testing_automation,QA Testing & Automation - Com Inglês,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::quant_trader,Quant Trader - Equity Options,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::quantitative_trading_analyst,Quantitative Trading Analyst,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::recruiting_coordinator,Recruiting Coordinator (Contract),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::recruitment_administrator_with_english,Recruitment Administrator with English language,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::regional_vice_president_san,Regional Vice President- San Francisco,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::regulatory_affairs_analyst,Regulatory Affairs Analyst,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::repr_sentant_du_d,Représentant du Développement des Ventes,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::representante_de_desarrollo_de,Representante de Desarrollo de Ventas,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::sc,SC - Banking & Payments,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::scrum_master,Scrum Master - Remoto,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::security_architect,Security Architect,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::security_risk_management_specialist,Security Risk Management Specialist,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::sme_delivery_aml_sanctions,SME / Delivery Lead – AML Sanctions Monitoring Transformation (She/He/They),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::software_architect,Software Architect - Containers / Virtualisation,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::solution_architect_architecture_integration,Solution Architect – Architecture & Integration Advisory (She/He/They),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::spo_offshore_team,SPO Offshore Team Lead,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::spontaneous_application,Spontaneous Application,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::stress_testing,Stress Testing,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::supply_chain_strategy_public,Lead Supply Chain Strategy & Public Sector Transformation,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::system_analyst,System Analyst,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::system_defect_management,System & Defect Management (She/He/They),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::talent_sourcer,Talent Sourcer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::tax_associate,Tax Senior Associate,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::team,Team Lead,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::technical_author,Technical Author (multiple roles and seniority levels),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::technical_sme,Technical SME - DORA (She/ He/ They),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::technical_strategy_analyst,Technical Strategy Analyst,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::technical_writer,Technical Writer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::test_automation,Test Lead-Automation,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::tester_ai_qa,Tester AI QA (Polish is Mandatory) (She/He/They),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::threat_intelligence,Threat Intelligence Lead,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::traceability_tooling,Traceability Tooling,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::trade_and_transaction_reporting,Trade and Transaction Reporting Director (Managing Principal),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::treasury_analyst,Treasury Analyst,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::tutorial_writer,Freelance Tutorial Writer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::validation_prod_testing,Validation & Prod Testing,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::video_producer,Senior Video Producer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::video_producer_video_producer,Video Producer / Senior Video Producer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::visual_designer,Visual Designer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::way4_specialist,Way4 Specialist,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::website_designer,Website Designer,1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
sig::workstation_configuration_specialist,Workstation Configuration Specialist (She/He/They),1,keep_other,other,other,0.0000,cluster_too_small; best_agreement=0.00; cluster_size=1
