count	title
1	Nepali Language Specialist - Freelance AI Trainer Project
1	Neuroscience Specialist - Freelance AI Trainer Project
1	Nortenho Dialect Specialist - Freelance AI Trainer Project
1	Norteno Dialect Specialist - Freelance AI Trainer Project
1	Northern Sotho Language Specialist - Freelance AI Trainer Project
1	Nuclear Engineering Specialist - Freelance AI Trainer Project
1	Nuclear Physics Specialist - Freelance AI Trainer Project
1	Odia Language Specialist - Freelance AI Trainer Project
1	Organic/Inorganic Chemistry Specialist - Freelance AI Trainer Project
1	Oromo Language Specialist - Freelance AI Trainer Project
1	Papiamento Language Specialist - Freelance AI Trainer Project
1	Pashto Language Specialist - Freelance AI Trainer Project
1	Pathogen Assays Specialist - Freelance AI Trainer Project
1	Paulistano Dialect Specialist - Freelance AI Trainer Project
1	Persian Language Specialist - Freelance AI Trainer Project
1	Persian Trilingual Language Specialist - Freelance AI Trainer Project
1	Philosophy Specialist - Freelance AI Trainer Project
1	Photoshop Specialist - Freelance AI Trainer Project
1	PHP Coding Specialist - Freelance AI Trainer Project
1	Physics Specialist - Freelance AI Trainer Project
1	Plant Viruses Specialist - Freelance AI Trainer Project
1	Polish Language Specialist - Freelance AI Trainer Project
1	Politics & Government Specialist – Freelance AI Trainer Project
1	Portuguese Language Specialist (Portugal) - Freelance AI Trainer Project
1	Product Deep Research Specialist - Freelance AI Trainer Project
1	Psychology Specialist - Freelance AI Trainer Project
1	Punjabi (Gurumukhi) Language Specialist - Freelance AI Trainer Project
1	Punjabi (Shahmukhi) Language Specialist - Freelance AI Trainer Project
1	Pure Mathematics Specialist – Freelance AI Trainer Project
1	Quechua Language Specialist - Freelance AI Trainer Project
1	Radiochemistry/Nuclear Chemistry Specialist - Freelance AI Trainer Project
1	Religion Specialist – Freelance AI Trainer Project
1	Romanian Language Specialist - Freelance AI Trainer Project
1	Rust Coding Specialist - Freelance AI Trainer Project
1	Science Specialist (Fluent in Arabic) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Dutch) - Freelance AI Trainer Project
1	Science Specialist (Fluent in French) - Freelance AI Trainer Project
1	Science Specialist (Fluent in German) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Hindi) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Hindi - Roman Script) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Indonesian) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Italian) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Japanese) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Korean) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Portuguese - Brazil) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Portuguese - Portugal) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Russian) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Spanish - Spain) - Freelance AI Trainer Project
1	Science Specialist (Fluent in Swedish) - Freelance AI Trainer Project
1	Secretaries and Administrative Specialist - Freelance AI Trainer Project
1	Securities & Commodities Specialist - Freelance AI Trainer Project
1	Serbian Language Specialist - Freelance AI Trainer Project
1	Serbian Voice Acting Specialist - Freelance AI Trainer Project
1	Shona Language Specialist - Freelance AI Trainer Project
1	Sindhi Language Specialist - Freelance AI Trainer Project
1	Sinhalese Language Specialist - Freelance AI Trainer Project
1	Slovak Language Specialist - Freelance AI Trainer Project
1	Slovak Trilingual Language Specialist - Freelance AI Trainer Project
1	Slovenian Language Specialist - Freelance AI Trainer Project
1	Software Developers & Programming Specialist - Freelance AI Trainer Project
1	Somali Language Specialist - Freelance AI Trainer Project
1	Spanish (Andean — Peru/Bolivia/Ecuador) Language Specialist - Freelance AI Trainer Project
1	Spanish Audio Specialist - Freelance AI Trainer Project
1	Spanish (Caribbean) Language Specialist- Freelance AI Trainer Project
1	Spanish (Chile) Language Specialist - Freelance AI Trainer Project
1	Spanish (Mexico) Language Specialist - Freelance AI Trainer Project
1	Spanish (Rioplatense — Argentina/Uruguay) Language Specialist - Freelance AI Trainer Project
1	Sports Specialist - Freelance AI Trainer Project
1	Statistics Specialist - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Arabic) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Chinese) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Dutch) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in German) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Hindi) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Hindi - Roman Script) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Indonesian) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Italian) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Japanese) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Korean) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Marathi) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Portuguese - Brazil) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Portuguese - Portugal) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Spanish - Spain) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Swedish) - Freelance AI Trainer Project
1	STEM Specialist (Fluent in Vietnamese) - Freelance AI Trainer Project
1	Structural Engineering Specialist - Freelance AI Trainer Project
1	Sunda Language Specialist - Freelance AI Trainer Project
1	Swahili Language Specialist - Freelance AI Trainer Project
1	SWE Infrastructure Specialist (Java) – Freelance AI Trainer Project
1	SWE Infrastructure Specialist (JS/TS/Python) – Freelance AI Trainer Project
1	Synthetic Biology Specialist - Freelance AI Trainer Project
1	Synthetic Chemistry Specialist - Freelance AI Trainer Project
1	Tagalog Language Specialist - Freelance AI Trainer Project
1	Tagalog Voice Acting Specialist - Freelance AI Trainer Project
1	Taiwanese Dialect Specialist - Freelance AI Trainer Project
1	Tamil Language Specialist - Freelance AI Trainer Project
1	Telugu Language Specialist - Freelance AI Trainer Project
1	Telugu Voice Acting Specialist - Freelance AI Trainer Project
1	Thai Voice Acting Specialist - Freelance AI Trainer Project
1	Training and Development Specialist - Freelance AI Trainer Project
1	Tsugaru Language Specialist - Freelance AI Trainer Project
1	Tutoring Specialist - Freelance AI Trainer Project
1	TypeScript Coding Specialist - Freelance AI Trainer Project
1	Umbundu Language Specialist - Freelance AI Trainer Project
1	Video Editing Specialist - Freelance AI Trainer Project
1	Video Game Modeling Specialist - Freelance AI Trainer Project
1	Video Game Specialist (US) - Freelance AI Trainer Project
1	Video Production Specialist (US) - Freelance AI Trainer Project
1	Vietnamese Language Specialist (Android Device) - Freelance AI Trainer Project
1	Viral Transmission Specialist - Freelance AI Trainer Project
1	Virology Specialist - Freelance AI Trainer Project
1	Visual & Digital Arts Specialist - Freelance AI Trainer Project
1	Web Development Specialist -Freelance AI Trainer Project
1	Wetlab Protocol Specialist - Freelance AI Trainer Project
1	Wolof Language Specialist - Freelance AI Trainer Project
1	Wu Dialect Specialist - Freelance AI Trainer Project
1	Xhosa Language Specialist - Freelance AI Trainer Project
1	Xiang Dialect Specialist - Freelance AI Trainer Project
1	Yoruba Language Specialist - Freelance AI Trainer Project
1	Yucateco Dialect Specialist - Freelance AI Trainer Project
1	Zulu Language Specialist - Freelance AI Trainer Project
